@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureKNN numeric

@data

Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,5,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.063938,0.199136,13.78806,41.361391,59.64963,16.191573,43.458057,0.94682,0.257009,0.68981,51.5008,0.817473,86.338841,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.984239,0.948068,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.984239,0.975246,0.983033,0.984127,0.001,0.001,0,0,0,0,65370,63409,8473,98.412698,54.761905,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,6,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,59,4,0,93.650794,6.349206,0,0.865528,0.063954,0.251755,13.791442,52.290769,59.64963,40.646052,19.003578,0.94682,0.645175,0.301644,51.174549,0.812294,85.791896,0.956522,22,0.075,3,0.925,37,0.043478,1,0.88,0.956522,0.916667,0.867491,0.959783,0.881586,0.936508,0.054986,0.945014,0.063492,0.939482,0.936508,0.937017,0.867491,0.959783,0.937034,0.932692,0.936508,0,0.001,0,0,0,0,65274,63409,8473,93.650794,50,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,7,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,63,0,0,100,0,0,1,0.005807,0.042025,1.252213,8.728844,59.64963,0.631999,59.017632,0.94682,0.010032,0.936788,59.017632,0.936788,98.940481,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0,0,0,0,65242,63409,8473,100,50.793651,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,8,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.900053,0.040172,0.188835,8.663071,39.222007,59.64963,21.346581,38.30305,0.94682,0.338835,0.607985,54.28026,0.861591,90.998485,1,23,0.075,3,0.925,37,0,0,0.884615,1,0.938776,0.904582,0.977174,0.926957,0.952381,0.027381,0.972619,0.047619,0.957875,0.952381,0.952911,0.904582,0.977174,0.962404,0.949907,0.952381,0,0.001,0,0,0,0,65282,63409,8473,96.825397,50.793651,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,9,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.016399,0.125879,3.536458,26.145633,59.64963,10.198869,49.450762,0.94682,0.161887,0.784933,57.493505,0.912595,96.385349,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.9875,0.958333,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.9875,0.978993,0.983033,0.984127,0,0.001,0,0,0,0,65210,63409,8473,98.412698,50,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,10,10,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,63,0,0,100,0,0,1,0.027,0.107091,5.822513,22.24323,59.64963,3.219777,56.429853,0.94682,0.051108,0.895712,56.429853,0.895712,94.602184,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0,0,0,0,65346,63409,8473,100,53.174603,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.898223,0.05848,0.226041,12.611115,46.949891,59.64963,33.39973,26.249901,0.94682,0.530154,0.416665,52.129206,0.827448,87.392338,0.956522,22,0.05,2,0.95,38,0.043478,1,0.916667,0.956522,0.93617,0.89874,0.97663,0.929654,0.952381,0.045859,0.954141,0.047619,0.953297,0.952381,0.952586,0.89874,0.97663,0.963629,0.949098,0.952381,0,0.001,0,0,0,0,65226,63409,8473,95.238095,51.587302,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.898223,0.042646,0.157109,9.196499,32.63228,59.64963,5.952315,53.697316,0.94682,0.094481,0.852338,53.880996,0.855254,90.329137,0.956522,22,0.05,2,0.95,38,0.043478,1,0.916667,0.956522,0.93617,0.89874,0.996196,0.99136,0.952381,0.045859,0.954141,0.047619,0.953297,0.952381,0.952586,0.89874,0.996196,0.994927,0.949098,0.952381,0,0.002,0,0,0,0,65210,63409,8473,100,53.968254,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.930233,0.032103,0.132788,6.922911,27.580754,59.64963,4.371454,55.278176,0.94682,0.069388,0.877431,55.40063,0.879375,92.876736,0.913043,21,0,0,1,40,0.086957,2,1,0.913043,0.954545,0.932505,1,1,0.968254,0.05521,0.94479,0.031746,0.969766,0.968254,0.96792,0.932505,1,1,0.965078,0.968254,0,0.002,0,0.015625,0,15.625,65210,63409,8473,100,53.174603,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.047961,0.19237,10.342601,39.956129,59.64963,23.2558,36.39383,0.94682,0.36914,0.57768,53.646701,0.851535,89.93635,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.973913,0.917429,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.973913,0.95859,0.966346,0.968254,0,0.001,0,0,0,0,65258,63409,8473,96.825397,52.380952,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.896325,0.047954,0.20132,10.341197,41.815179,59.64963,24.083801,35.565829,0.94682,0.382283,0.564537,53.294329,0.845942,89.345614,0.913043,21,0.025,1,0.975,39,0.086957,2,0.954545,0.913043,0.933333,0.89686,0.978261,0.942497,0.952381,0.064337,0.935663,0.047619,0.952434,0.952381,0.952146,0.89686,0.978261,0.969897,0.948148,0.952381,0,0.001,0,0,0,0,65354,63409,8473,96.825397,51.587302,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.032109,0.118801,6.924167,24.675524,59.64963,3.957793,55.691837,0.94682,0.062822,0.883997,55.753064,0.884969,93.467576,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,0.999457,0.998188,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,0.999457,0.998951,0.982716,0.984127,0,0.001,0,0,0,0,65234,63409,8473,100,53.968254,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.016258,0.125915,3.505912,26.153136,59.64963,10.769678,48.879953,0.94682,0.170947,0.775872,57.506388,0.9128,96.406948,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.9875,0.958333,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.9875,0.978993,0.983033,0.984127,0,0.002,0,0,0,0,65242,63409,8473,98.412698,50,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,63,0,0,100,0,0,1,0.014913,0.067272,3.215957,13.972625,59.64963,1.618333,58.031297,0.94682,0.025688,0.921132,58.031297,0.921132,97.286935,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.002,0,0,0,0,65218,63409,8473,100,52.380952,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.898223,0.047946,0.182995,10.339486,38.008882,59.64963,15.103469,44.546161,0.94682,0.239738,0.707082,53.29505,0.845953,89.346824,0.956522,22,0.05,2,0.95,38,0.043478,1,0.916667,0.956522,0.93617,0.89874,0.984783,0.951834,0.952381,0.045859,0.954141,0.047619,0.953297,0.952381,0.952586,0.89874,0.984783,0.975602,0.949098,0.952381,0,0.001,0,0,0,0,65234,63409,8473,98.412698,53.174603,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,1,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.037372,0.126013,8.059127,26.173587,59.64963,4.540354,55.109276,0.94682,0.072069,0.87475,55.170503,0.875722,92.490938,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,1,1,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,1,1,0.982716,0.984127,0,0.001,0,0,0,0,65250,63409,8473,100,54.761905,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,2,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,57,6,0,90.47619,9.52381,0,0.798292,0.098185,0.300492,21.173384,62.41364,59.64963,56.699787,2.949843,0.94682,0.899997,0.046823,46.557648,0.73901,78.051864,0.913043,21,0.1,4,0.9,36,0.086957,2,0.84,0.913043,0.875,0.800103,0.93587,0.831511,0.904762,0.091718,0.908282,0.095238,0.90817,0.904762,0.905525,0.800103,0.93587,0.910839,0.899038,0.904762,0,0.002,0,0,0,0,65218,63409,8473,92.063492,51.587302,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,2,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.898223,0.042701,0.178105,9.208263,36.99325,59.64963,14.522483,45.127147,0.94682,0.230516,0.716304,53.876036,0.855175,90.320821,0.956522,22,0.05,2,0.95,38,0.043478,1,0.916667,0.956522,0.93617,0.89874,0.985326,0.953373,0.952381,0.045859,0.954141,0.047619,0.953297,0.952381,0.952586,0.89874,0.985326,0.976571,0.949098,0.952381,0,0.002,0,0,0,0,65210,63409,8473,98.412698,52.380952,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,2,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.020188,0.099047,4.35344,20.572472,59.64963,2.616149,57.033481,0.94682,0.041526,0.905293,57.094708,0.906265,95.716784,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.999457,0.998188,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.999457,0.998951,0.983033,0.984127,0,0.001,0,0,0,0,65210,63409,8473,100,52.380952,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,2,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.026807,0.111121,5.780868,23.080396,59.64963,3.371715,56.277915,0.94682,0.053519,0.8933,56.339142,0.894272,94.450111,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.998913,0.996377,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.998913,0.997921,0.983033,0.984127,0,0.001,0,0,0,0,65210,63409,8473,100,53.174603,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,2,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.930233,0.026766,0.151344,5.7719,31.434904,59.64963,12.347334,47.302297,0.94682,0.195989,0.75083,55.989959,0.88873,93.86472,0.913043,21,0,0,1,40,0.086957,2,1,0.913043,0.954545,0.932505,0.998913,0.996522,0.968254,0.05521,0.94479,0.031746,0.969766,0.968254,0.96792,0.932505,0.998913,0.997956,0.965078,0.968254,0,0.002,0,0,0,0,65210,63409,8473,98.412698,50.793651,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,2,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.931522,0.047978,0.151426,10.346214,31.451971,59.64963,6.126906,53.522724,0.94682,0.097252,0.849567,53.645178,0.851511,89.933797,0.956522,22,0.025,1,0.975,39,0.043478,1,0.956522,0.956522,0.956522,0.931522,0.996196,0.988737,0.968254,0.036732,0.963268,0.031746,0.968254,0.968254,0.968254,0.931522,0.996196,0.993818,0.965761,0.968254,0,0.002,0,0,0,0,65210,63409,8473,100,55.555556,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,2,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.042676,0.157109,9.202992,32.632294,59.64963,13.691879,45.957751,0.94682,0.217331,0.729488,54.584186,0.866416,91.508004,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.9875,0.959369,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.9875,0.979875,0.983033,0.984127,0,0.001,0,0,0,0,65210,63409,8473,98.412698,53.968254,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,2,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.016224,0.093896,3.498758,19.502627,59.64963,2.201453,57.448177,0.94682,0.034944,0.911876,57.509404,0.912848,96.412004,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,1,1,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,1,1,0.982716,0.984127,0,0.001,0,0,0,0,65210,63409,8473,100,51.587302,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,2,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.931522,0.059564,0.185133,12.844726,38.453061,59.64963,16.009334,43.640296,0.94682,0.254116,0.692703,52.327958,0.830603,87.725537,0.956522,22,0.025,1,0.975,39,0.043478,1,0.956522,0.956522,0.956522,0.931522,0.983696,0.945663,0.968254,0.036732,0.963268,0.031746,0.968254,0.968254,0.968254,0.931522,0.983696,0.973971,0.965761,0.968254,0,0.001,0,0,0,0,65210,63409,8473,98.412698,55.555556,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,2,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.021502,0.10287,4.636817,21.366521,59.64963,2.785321,56.86431,0.94682,0.044211,0.902608,56.925536,0.90358,95.433175,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,1,1,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,1,1,0.982716,0.984127,0,0.002,0,0,0,0,65210,63409,8473,100,52.380952,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,3,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,59,4,0,93.650794,6.349206,0,0.863043,0.047938,0.19237,10.337663,39.956118,59.64963,15.516891,44.132739,0.94682,0.2463,0.70052,52.942855,0.840363,88.756384,0.913043,21,0.05,2,0.95,38,0.086957,2,0.913043,0.913043,0.913043,0.863043,0.985326,0.955494,0.936508,0.073464,0.926536,0.063492,0.936508,0.936508,0.936508,0.863043,0.985326,0.977513,0.931522,0.936508,0,0.002,0,0,0,0,65210,63409,8473,98.412698,52.380952,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,3,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.894354,0.058506,0.192402,12.616714,39.962818,59.64963,16.271673,43.377957,0.94682,0.258281,0.688539,52.126846,0.82741,87.38838,0.869565,20,0,0,1,40,0.130435,3,1,0.869565,0.930233,0.899388,0.995109,0.987224,0.952381,0.082816,0.917184,0.047619,0.955703,0.952381,0.95158,0.899388,0.995109,0.992244,0.947044,0.952381,0,0.001,0,0,0,0,65210,63409,8473,98.412698,54.761905,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,3,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,63,0,0,100,0,0,1,0.005686,0.042023,1.2262,8.728396,59.64963,0.621027,59.028603,0.94682,0.009858,0.936962,59.028603,0.936962,98.958875,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0,0,0,0,65210,63409,8473,100,50.793651,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,3,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.037374,0.162593,8.059676,33.771391,59.64963,13.519986,46.129645,0.94682,0.214603,0.732217,54.817307,0.870116,91.89882,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.986413,0.954934,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.986413,0.977356,0.966346,0.968254,0,0.002,0,0.015625,0,15.625,65210,63409,8473,98.412698,52.380952,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,3,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,63,0,0,100,0,0,1,0.024155,0.096258,5.208974,19.993278,59.64963,2.786727,56.862903,0.94682,0.044234,0.902586,56.862903,0.902586,95.328173,1,23,0,0,1,40,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.002,0,0,0,0,65210,63409,8473,100,53.174603,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,3,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,60,3,0,95.238095,4.761905,0,0.896325,0.047936,0.20132,10.337253,41.815172,59.64963,24.082138,35.567492,0.94682,0.382256,0.564563,53.295992,0.845968,89.348402,0.913043,21,0.025,1,0.975,39,0.086957,2,0.954545,0.913043,0.933333,0.89686,0.981522,0.9478,0.952381,0.064337,0.935663,0.047619,0.952434,0.952381,0.952146,0.89686,0.981522,0.973282,0.948148,0.952381,0,0.001,0,0,0,0,65210,63409,8473,96.825397,51.587302,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,3,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.04664,0.160241,10.057783,33.282735,59.64963,14.106621,45.543009,0.94682,0.223915,0.722905,54.169444,0.859832,90.812707,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.985326,0.951678,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.985326,0.976726,0.983033,0.984127,0,0.001,0,0,0,0,65210,63409,8473,98.412698,54.761905,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,3,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.034752,0.127735,7.494227,26.531129,59.64963,4.372507,55.277124,0.94682,0.069405,0.877415,55.338351,0.878387,92.772328,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,0.998913,0.996522,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,0.998913,0.997956,0.982716,0.984127,0,0.001,0,0,0,0,65210,63409,8473,100,53.968254,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,3,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,61,2,0,96.825397,3.174603,0,0.932764,0.037403,0.162593,8.065901,33.771397,59.64963,13.52261,46.127021,0.94682,0.214645,0.732175,54.814683,0.870074,91.894421,1,23,0.05,2,0.95,38,0,0,0.92,1,0.958333,0.93488,0.986413,0.955494,0.968254,0.018254,0.981746,0.031746,0.970794,0.968254,0.968508,0.93488,0.986413,0.977513,0.966346,0.968254,0,0.001,0,0,0,0,65210,63409,8473,98.412698,52.380952,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,3,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.021522,0.132741,4.641211,27.571038,59.64963,11.352382,48.297248,0.94682,0.180197,0.766623,56.923683,0.903551,95.430068,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.988043,0.960381,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.988043,0.980072,0.983033,0.984127,0,0.002,0,0,0,0,65210,63409,8473,98.412698,50.793651,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,4,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.966074,0.016207,0.125915,3.494897,26.153109,59.64963,10.765034,48.884597,0.94682,0.170874,0.775946,57.511032,0.912874,96.414733,1,23,0.025,1,0.975,39,0,0,0.958333,1,0.978723,0.966631,0.988043,0.960145,0.984127,0.009127,0.990873,0.015873,0.984788,0.984127,0.984195,0.966631,0.988043,0.979817,0.983033,0.984127,0,0.002,0,0.015625,0,15.625,65234,63409,8473,98.412698,50,?,?
Filtered.Breast.Cancer.Wisconsin..Original..Data.Set,4,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220116.1514,567,63,62,1,0,98.412698,1.587302,0,0.965442,0.028149,0.117382,6.070348,24.380787,59.64963,3.618436,56.031194,0.94682,0.057435,0.889384,56.092421,0.890356,94.036494,0.956522,22,0,0,1,40,0.043478,1,1,0.956522,0.977778,0.966019,0.999457,0.998188,0.984127,0.027605,0.972395,0.015873,0.984514,0.984127,0.984049,0.966019,0.999457,0.998951,0.982716,0.984127,0,0.001,0,0,0,0,65258,63409,8473,100,53.174603,?,?
