@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
272,229,1,39,361,0.0975,0.995652,0.854478,0.995652,0.145522,0.919679,0.425397,2.340526,0.054063
273,229,1,38,362,0.095,0.995652,0.857678,0.995652,0.142322,0.921529,0.42381,2.349292,0.06072
274,229,1,37,363,0.0925,0.995652,0.860902,0.995652,0.139098,0.923387,0.422222,2.358124,0.063448
275,229,1,36,364,0.09,0.995652,0.864151,0.995652,0.135849,0.925253,0.420635,2.367022,0.067397
276,229,1,35,365,0.0875,0.995652,0.867424,0.995652,0.132576,0.927126,0.419048,2.375988,0.067483
277,229,1,34,366,0.085,0.995652,0.870722,0.995652,0.129278,0.929006,0.41746,2.385022,0.07101
278,229,1,33,367,0.0825,0.995652,0.874046,0.995652,0.125954,0.930894,0.415873,2.394125,0.074441
279,229,1,32,368,0.08,0.995652,0.877395,0.995652,0.122605,0.93279,0.414286,2.403298,0.075793
280,229,1,31,369,0.0775,0.995652,0.880769,0.995652,0.119231,0.934694,0.412698,2.412542,0.077754
281,229,1,30,370,0.075,0.995652,0.88417,0.995652,0.11583,0.936605,0.411111,2.421857,0.088461
282,229,1,29,371,0.0725,0.995652,0.887597,0.995652,0.112403,0.938525,0.409524,2.431244,0.094624
283,229,1,28,372,0.07,0.995652,0.891051,0.995652,0.108949,0.940452,0.407937,2.440704,0.098842
284,229,1,27,373,0.0675,0.995652,0.894531,0.995652,0.105469,0.942387,0.406349,2.450238,0.099921
285,229,1,26,374,0.065,0.995652,0.898039,0.995652,0.101961,0.94433,0.404762,2.459847,0.114094
286,229,1,25,375,0.0625,0.995652,0.901575,0.995652,0.098425,0.946281,0.403175,2.469531,0.117149
287,229,1,24,376,0.06,0.995652,0.905138,0.995652,0.094862,0.94824,0.401587,2.479292,0.120487
288,229,1,23,377,0.0575,0.995652,0.90873,0.995652,0.09127,0.950207,0.4,2.48913,0.132434
289,229,1,22,378,0.055,0.995652,0.912351,0.995652,0.087649,0.952183,0.398413,2.499047,0.137251
290,229,1,21,379,0.0525,0.995652,0.916,0.995652,0.084,0.954167,0.396825,2.509043,0.143298
291,229,1,20,380,0.05,0.995652,0.919679,0.995652,0.080321,0.956159,0.395238,2.51912,0.144059
292,229,1,19,381,0.0475,0.995652,0.923387,0.995652,0.076613,0.958159,0.393651,2.529278,0.207646
293,229,1,18,382,0.045,0.995652,0.927126,0.995652,0.072874,0.960168,0.392063,2.539518,0.214842
294,229,1,17,383,0.0425,0.995652,0.930894,0.995652,0.069106,0.962185,0.390476,2.549841,0.240493
295,229,1,16,384,0.04,0.995652,0.934694,0.995652,0.065306,0.964211,0.388889,2.560248,0.284622
296,229,1,15,385,0.0375,0.995652,0.938525,0.995652,0.061475,0.966245,0.387302,2.570741,0.341578
297,229,1,14,386,0.035,0.995652,0.942387,0.995652,0.057613,0.968288,0.385714,2.58132,0.362465
298,229,1,13,387,0.0325,0.995652,0.946281,0.995652,0.053719,0.970339,0.384127,2.591987,0.37209
299,229,1,12,388,0.03,0.995652,0.950207,0.995652,0.049793,0.972399,0.38254,2.602742,0.407639
300,229,1,11,389,0.0275,0.995652,0.954167,0.995652,0.045833,0.974468,0.380952,2.613587,0.573561
301,228,2,11,389,0.0275,0.991304,0.953975,0.991304,0.046025,0.972281,0.379365,2.613062,0.60072
302,227,3,11,389,0.0275,0.986957,0.953782,0.986957,0.046218,0.970085,0.377778,2.612532,0.610718
303,227,3,10,390,0.025,0.986957,0.957806,0.986957,0.042194,0.972163,0.37619,2.623555,0.646934
304,226,4,10,390,0.025,0.982609,0.957627,0.982609,0.042373,0.969957,0.374603,2.623066,0.681719
305,225,5,10,390,0.025,0.978261,0.957447,0.978261,0.042553,0.967742,0.373016,2.622572,0.748057
306,224,6,10,390,0.025,0.973913,0.957265,0.973913,0.042735,0.965517,0.371429,2.622074,0.752986
307,223,7,10,390,0.025,0.969565,0.957082,0.969565,0.042918,0.963283,0.369841,2.621571,0.79095
308,222,8,10,390,0.025,0.965217,0.956897,0.965217,0.043103,0.961039,0.368254,2.621064,0.80971
309,221,9,10,390,0.025,0.96087,0.95671,0.96087,0.04329,0.958785,0.366667,2.620553,0.834031
310,220,10,10,390,0.025,0.956522,0.956522,0.956522,0.043478,0.956522,0.365079,2.620038,0.849843
311,219,11,10,390,0.025,0.952174,0.956332,0.952174,0.043668,0.954248,0.363492,2.619518,0.850549
312,218,12,10,390,0.025,0.947826,0.95614,0.947826,0.04386,0.951965,0.361905,2.618993,0.859076
313,217,13,10,390,0.025,0.943478,0.955947,0.943478,0.044053,0.949672,0.360317,2.618464,0.859381
314,217,13,9,391,0.0225,0.943478,0.960177,0.943478,0.039823,0.951754,0.35873,2.63005,0.872145
315,217,13,8,392,0.02,0.943478,0.964444,0.943478,0.035556,0.953846,0.357143,2.641739,0.883421
316,216,14,8,392,0.02,0.93913,0.964286,0.93913,0.035714,0.951542,0.355556,2.641304,0.890919
317,215,15,8,392,0.02,0.934783,0.964126,0.934783,0.035874,0.949227,0.353968,2.640866,0.890947
318,214,16,8,392,0.02,0.930435,0.963964,0.930435,0.036036,0.946903,0.352381,2.640423,0.893909
319,213,17,8,392,0.02,0.926087,0.963801,0.926087,0.036199,0.944568,0.350794,2.639976,0.894284
320,212,18,8,392,0.02,0.921739,0.963636,0.921739,0.036364,0.942222,0.349206,2.639526,0.896127
321,211,19,8,392,0.02,0.917391,0.96347,0.917391,0.03653,0.939866,0.347619,2.639071,0.897396
322,211,19,7,393,0.0175,0.917391,0.96789,0.917391,0.03211,0.941964,0.346032,2.651177,0.900951
323,210,20,7,393,0.0175,0.913043,0.967742,0.913043,0.032258,0.939597,0.344444,2.650771,0.904284
324,209,21,7,393,0.0175,0.908696,0.967593,0.908696,0.032407,0.93722,0.342857,2.650362,0.914284
325,208,22,7,393,0.0175,0.904348,0.967442,0.904348,0.032558,0.934831,0.34127,2.649949,0.914461
326,207,23,7,393,0.0175,0.9,0.96729,0.9,0.03271,0.932432,0.339683,2.649533,0.919854
327,206,24,7,393,0.0175,0.895652,0.967136,0.895652,0.032864,0.930023,0.338095,2.649112,0.919855
328,205,25,7,393,0.0175,0.891304,0.966981,0.891304,0.033019,0.927602,0.336508,2.648687,0.920951
329,204,26,7,393,0.0175,0.886957,0.966825,0.886957,0.033175,0.92517,0.334921,2.648259,0.924282
330,204,26,6,394,0.015,0.886957,0.971429,0.886957,0.028571,0.927273,0.333333,2.66087,0.926522
331,203,27,6,394,0.015,0.882609,0.971292,0.882609,0.028708,0.924829,0.331746,2.660495,0.932075
332,202,28,6,394,0.015,0.878261,0.971154,0.878261,0.028846,0.922374,0.330159,2.660117,0.932126
333,201,29,6,394,0.015,0.873913,0.971014,0.873913,0.028986,0.919908,0.328571,2.659735,0.933187
334,200,30,6,394,0.015,0.869565,0.970874,0.869565,0.029126,0.917431,0.326984,2.65935,0.934284
335,199,31,6,394,0.015,0.865217,0.970732,0.865217,0.029268,0.914943,0.325397,2.658961,0.940951
336,198,32,6,394,0.015,0.86087,0.970588,0.86087,0.029412,0.912442,0.32381,2.658568,0.943181
337,197,33,6,394,0.015,0.856522,0.970443,0.856522,0.029557,0.909931,0.322222,2.658171,0.949589
338,196,34,6,394,0.015,0.852174,0.970297,0.852174,0.029703,0.907407,0.320635,2.65777,0.949852
339,195,35,6,394,0.015,0.847826,0.970149,0.847826,0.029851,0.904872,0.319048,2.657365,0.953161
340,194,36,6,394,0.015,0.843478,0.97,0.843478,0.03,0.902326,0.31746,2.656957,0.953187
341,194,36,5,395,0.0125,0.843478,0.974874,0.843478,0.025126,0.904429,0.315873,2.670308,0.956518
342,193,37,5,395,0.0125,0.83913,0.974747,0.83913,0.025253,0.901869,0.314286,2.66996,0.959589
343,192,38,5,395,0.0125,0.834783,0.974619,0.834783,0.025381,0.899297,0.312698,2.669609,0.959855
344,192,38,4,396,0.01,0.834783,0.979592,0.834783,0.020408,0.901408,0.311111,2.68323,0.959855
345,191,39,4,396,0.01,0.830435,0.979487,0.830435,0.020513,0.898824,0.309524,2.682943,0.959855
346,190,40,4,396,0.01,0.826087,0.979381,0.826087,0.020619,0.896226,0.307937,2.682654,0.963133
347,189,41,4,396,0.01,0.821739,0.979275,0.821739,0.020725,0.893617,0.306349,2.682361,0.966521
348,188,42,4,396,0.01,0.817391,0.979167,0.817391,0.020833,0.890995,0.304762,2.682065,0.969855
349,187,43,4,396,0.01,0.813043,0.979058,0.813043,0.020942,0.888361,0.303175,2.681766,0.969855
350,186,44,4,396,0.01,0.808696,0.978947,0.808696,0.021053,0.885714,0.301587,2.681465,0.969855
351,185,45,4,396,0.01,0.804348,0.978836,0.804348,0.021164,0.883055,0.3,2.681159,0.969855
352,184,46,4,396,0.01,0.8,0.978723,0.8,0.021277,0.880383,0.298413,2.680851,0.973189
353,184,46,3,397,0.0075,0.8,0.983957,0.8,0.016043,0.882494,0.296825,2.695187,0.976515
354,183,47,3,397,0.0075,0.795652,0.983871,0.795652,0.016129,0.879808,0.295238,2.694951,0.976517
355,182,48,3,397,0.0075,0.791304,0.983784,0.791304,0.016216,0.877108,0.293651,2.694712,0.976522
356,181,49,3,397,0.0075,0.786957,0.983696,0.786957,0.016304,0.874396,0.292063,2.694471,0.979855
357,181,49,2,398,0.005,0.786957,0.989071,0.786957,0.010929,0.876513,0.290476,2.709195,0.979855
358,180,50,2,398,0.005,0.782609,0.989011,0.782609,0.010989,0.873786,0.288889,2.70903,0.979855
359,179,51,2,398,0.005,0.778261,0.98895,0.778261,0.01105,0.871046,0.287302,2.708864,0.981209
360,178,52,2,398,0.005,0.773913,0.988889,0.773913,0.011111,0.868293,0.285714,2.708696,0.983188
361,177,53,2,398,0.005,0.769565,0.988827,0.769565,0.011173,0.865526,0.284127,2.708526,0.983188
362,176,54,2,398,0.005,0.765217,0.988764,0.765217,0.011236,0.862745,0.28254,2.708354,0.983189
363,175,55,2,398,0.005,0.76087,0.988701,0.76087,0.011299,0.859951,0.280952,2.70818,0.983189
364,174,56,2,398,0.005,0.756522,0.988636,0.756522,0.011364,0.857143,0.279365,2.708004,0.983189
365,173,57,2,398,0.005,0.752174,0.988571,0.752174,0.011429,0.854321,0.277778,2.707826,0.986505
366,172,58,2,398,0.005,0.747826,0.988506,0.747826,0.011494,0.851485,0.27619,2.707646,0.986522
367,171,59,2,398,0.005,0.743478,0.988439,0.743478,0.011561,0.848635,0.274603,2.707464,0.986522
368,170,60,2,398,0.005,0.73913,0.988372,0.73913,0.011628,0.845771,0.273016,2.70728,0.986522
369,169,61,2,398,0.005,0.734783,0.988304,0.734783,0.011696,0.842893,0.271429,2.707094,0.986522
370,168,62,2,398,0.005,0.730435,0.988235,0.730435,0.011765,0.84,0.269841,2.706905,0.989855
371,167,63,2,398,0.005,0.726087,0.988166,0.726087,0.011834,0.837093,0.268254,2.706715,0.989855
372,166,64,2,398,0.005,0.721739,0.988095,0.721739,0.011905,0.834171,0.266667,2.706522,0.989855
373,165,65,2,398,0.005,0.717391,0.988024,0.717391,0.011976,0.831234,0.265079,2.706326,0.989855
374,164,66,2,398,0.005,0.713043,0.987952,0.713043,0.012048,0.828283,0.263492,2.706129,0.989855
375,163,67,2,398,0.005,0.708696,0.987879,0.708696,0.012121,0.825316,0.261905,2.705929,0.989855
376,162,68,2,398,0.005,0.704348,0.987805,0.704348,0.012195,0.822335,0.260317,2.705726,0.989855
377,161,69,2,398,0.005,0.7,0.98773,0.7,0.01227,0.819338,0.25873,2.705521,0.993175
378,160,70,2,398,0.005,0.695652,0.987654,0.695652,0.012346,0.816327,0.257143,2.705314,0.993187
379,160,70,1,399,0.0025,0.695652,0.993789,0.695652,0.006211,0.818414,0.255556,2.722117,0.993188
380,159,71,1,399,0.0025,0.691304,0.99375,0.691304,0.00625,0.815385,0.253968,2.722011,0.993189
381,158,72,1,399,0.0025,0.686957,0.993711,0.686957,0.006289,0.812339,0.252381,2.721903,0.993189
382,157,73,1,399,0.0025,0.682609,0.993671,0.682609,0.006329,0.809278,0.250794,2.721794,0.993189
383,156,74,1,399,0.0025,0.678261,0.993631,0.678261,0.006369,0.806202,0.249206,2.721684,0.993189
384,155,75,1,399,0.0025,0.673913,0.99359,0.673913,0.00641,0.803109,0.247619,2.721572,0.993189
385,154,76,1,399,0.0025,0.669565,0.993548,0.669565,0.006452,0.8,0.246032,2.721459,0.993189
386,153,77,1,399,0.0025,0.665217,0.993506,0.665217,0.006494,0.796875,0.244444,2.721344,0.993189
387,152,78,1,399,0.0025,0.66087,0.993464,0.66087,0.006536,0.793734,0.242857,2.721228,0.996458
388,151,79,1,399,0.0025,0.656522,0.993421,0.656522,0.006579,0.790576,0.24127,2.72111,0.996516
389,150,80,1,399,0.0025,0.652174,0.993377,0.652174,0.006623,0.787402,0.239683,2.72099,0.996518
390,149,81,1,399,0.0025,0.647826,0.993333,0.647826,0.006667,0.784211,0.238095,2.72087,0.99652
391,148,82,1,399,0.0025,0.643478,0.993289,0.643478,0.006711,0.781003,0.236508,2.720747,0.996522
392,147,83,1,399,0.0025,0.63913,0.993243,0.63913,0.006757,0.777778,0.234921,2.720623,0.996522
393,146,84,1,399,0.0025,0.634783,0.993197,0.634783,0.006803,0.774536,0.233333,2.720497,0.996522
394,145,85,1,399,0.0025,0.630435,0.993151,0.630435,0.006849,0.771277,0.231746,2.720369,0.996522
395,144,86,1,399,0.0025,0.626087,0.993103,0.626087,0.006897,0.768,0.230159,2.72024,0.996522
396,143,87,1,399,0.0025,0.621739,0.993056,0.621739,0.006944,0.764706,0.228571,2.720109,0.996522
397,142,88,1,399,0.0025,0.617391,0.993007,0.617391,0.006993,0.761394,0.226984,2.719976,0.996522
398,141,89,1,399,0.0025,0.613043,0.992958,0.613043,0.007042,0.758065,0.225397,2.719841,0.996522
399,140,90,1,399,0.0025,0.608696,0.992908,0.608696,0.007092,0.754717,0.22381,2.719704,0.996522
400,139,91,1,399,0.0025,0.604348,0.992857,0.604348,0.007143,0.751351,0.222222,2.719565,0.996522
401,138,92,1,399,0.0025,0.6,0.992806,0.6,0.007194,0.747967,0.220635,2.719424,0.996522
402,137,93,1,399,0.0025,0.595652,0.992754,0.595652,0.007246,0.744565,0.219048,2.719282,0.996522
403,136,94,1,399,0.0025,0.591304,0.992701,0.591304,0.007299,0.741144,0.21746,2.719137,0.996522
404,135,95,1,399,0.0025,0.586957,0.992647,0.586957,0.007353,0.737705,0.215873,2.71899,0.996522
405,134,96,1,399,0.0025,0.582609,0.992593,0.582609,0.007407,0.734247,0.214286,2.718841,0.996522
406,133,97,1,399,0.0025,0.578261,0.992537,0.578261,0.007463,0.730769,0.212698,2.718689,0.996522
407,132,98,1,399,0.0025,0.573913,0.992481,0.573913,0.007519,0.727273,0.211111,2.718535,0.996522
408,131,99,1,399,0.0025,0.569565,0.992424,0.569565,0.007576,0.723757,0.209524,2.718379,0.996522
409,130,100,1,399,0.0025,0.565217,0.992366,0.565217,0.007634,0.720222,0.207937,2.718221,0.996522
410,129,101,1,399,0.0025,0.56087,0.992308,0.56087,0.007692,0.716667,0.206349,2.71806,0.996522
411,128,102,1,399,0.0025,0.556522,0.992248,0.556522,0.007752,0.713092,0.204762,2.717897,0.996522
412,127,103,1,399,0.0025,0.552174,0.992188,0.552174,0.007813,0.709497,0.203175,2.717731,0.996522
413,126,104,1,399,0.0025,0.547826,0.992126,0.547826,0.007874,0.705882,0.201587,2.717562,0.996522
414,125,105,1,399,0.0025,0.543478,0.992063,0.543478,0.007937,0.702247,0.2,2.717391,0.99657
415,124,106,1,399,0.0025,0.53913,0.992,0.53913,0.008,0.698592,0.198413,2.717217,0.999854
416,123,107,1,399,0.0025,0.534783,0.991935,0.534783,0.008065,0.694915,0.196825,2.717041,0.999855
417,122,108,1,399,0.0025,0.530435,0.99187,0.530435,0.00813,0.691218,0.195238,2.716861,0.999855
418,121,109,1,399,0.0025,0.526087,0.991803,0.526087,0.008197,0.6875,0.193651,2.716679,0.999855
419,120,110,1,399,0.0025,0.521739,0.991736,0.521739,0.008264,0.683761,0.192063,2.716493,0.999855
420,119,111,1,399,0.0025,0.517391,0.991667,0.517391,0.008333,0.68,0.190476,2.716304,0.999855
421,118,112,1,399,0.0025,0.513043,0.991597,0.513043,0.008403,0.676218,0.188889,2.716113,0.999855
422,117,113,1,399,0.0025,0.508696,0.991525,0.508696,0.008475,0.672414,0.187302,2.715917,0.999855
423,116,114,1,399,0.0025,0.504348,0.991453,0.504348,0.008547,0.668588,0.185714,2.715719,0.999855
424,115,115,1,399,0.0025,0.5,0.991379,0.5,0.008621,0.66474,0.184127,2.715517,0.999855
425,114,116,1,399,0.0025,0.495652,0.991304,0.495652,0.008696,0.66087,0.18254,2.715312,0.999855
426,113,117,1,399,0.0025,0.491304,0.991228,0.491304,0.008772,0.656977,0.180952,2.715103,0.999855
427,112,118,1,399,0.0025,0.486957,0.99115,0.486957,0.00885,0.653061,0.179365,2.71489,0.999855
428,111,119,1,399,0.0025,0.482609,0.991071,0.482609,0.008929,0.649123,0.177778,2.714674,0.999855
429,110,120,1,399,0.0025,0.478261,0.990991,0.478261,0.009009,0.645161,0.17619,2.714454,0.999855
430,109,121,1,399,0.0025,0.473913,0.990909,0.473913,0.009091,0.641176,0.174603,2.714229,0.999855
431,108,122,1,399,0.0025,0.469565,0.990826,0.469565,0.009174,0.637168,0.173016,2.714001,0.999855
432,107,123,1,399,0.0025,0.465217,0.990741,0.465217,0.009259,0.633136,0.171429,2.713768,0.999855
433,106,124,1,399,0.0025,0.46087,0.990654,0.46087,0.009346,0.62908,0.169841,2.713531,0.999855
434,105,125,1,399,0.0025,0.456522,0.990566,0.456522,0.009434,0.625,0.168254,2.71329,0.999855
435,104,126,1,399,0.0025,0.452174,0.990476,0.452174,0.009524,0.620896,0.166667,2.713043,0.999855
436,103,127,1,399,0.0025,0.447826,0.990385,0.447826,0.009615,0.616766,0.165079,2.712793,0.999855
437,101,129,1,399,0.0025,0.43913,0.990196,0.43913,0.009804,0.608434,0.161905,2.712276,0.999855
438,100,130,1,399,0.0025,0.434783,0.990099,0.434783,0.009901,0.60423,0.160317,2.71201,0.999855
439,99,131,1,399,0.0025,0.430435,0.99,0.430435,0.01,0.6,0.15873,2.711739,0.999855
440,98,132,1,399,0.0025,0.426087,0.989899,0.426087,0.010101,0.595745,0.157143,2.711462,0.999855
441,97,133,1,399,0.0025,0.421739,0.989796,0.421739,0.010204,0.591463,0.155556,2.71118,0.999855
442,96,134,1,399,0.0025,0.417391,0.989691,0.417391,0.010309,0.587156,0.153968,2.710892,0.999855
443,95,135,1,399,0.0025,0.413043,0.989583,0.413043,0.010417,0.582822,0.152381,2.710598,0.999855
444,93,137,1,399,0.0025,0.404348,0.989362,0.404348,0.010638,0.574074,0.149206,2.709991,0.999855
445,92,138,1,399,0.0025,0.4,0.989247,0.4,0.010753,0.569659,0.147619,2.709677,0.999855
446,91,139,1,399,0.0025,0.395652,0.98913,0.395652,0.01087,0.565217,0.146032,2.709357,0.999855
447,90,140,1,399,0.0025,0.391304,0.989011,0.391304,0.010989,0.560748,0.144444,2.70903,0.999855
448,89,141,1,399,0.0025,0.386957,0.988889,0.386957,0.011111,0.55625,0.142857,2.708696,0.999855
449,88,142,1,399,0.0025,0.382609,0.988764,0.382609,0.011236,0.551724,0.14127,2.708354,0.999855
450,87,143,1,399,0.0025,0.378261,0.988636,0.378261,0.011364,0.54717,0.139683,2.708004,0.999855
451,86,144,1,399,0.0025,0.373913,0.988506,0.373913,0.011494,0.542587,0.138095,2.707646,0.999855
452,85,145,1,399,0.0025,0.369565,0.988372,0.369565,0.011628,0.537975,0.136508,2.70728,0.999855
453,84,146,1,399,0.0025,0.365217,0.988235,0.365217,0.011765,0.533333,0.134921,2.706905,0.999855
454,83,147,1,399,0.0025,0.36087,0.988095,0.36087,0.011905,0.528662,0.133333,2.706522,0.999855
455,82,148,1,399,0.0025,0.356522,0.987952,0.356522,0.012048,0.523962,0.131746,2.706129,0.999855
456,80,150,1,399,0.0025,0.347826,0.987654,0.347826,0.012346,0.514469,0.128571,2.705314,0.999855
457,79,151,1,399,0.0025,0.343478,0.9875,0.343478,0.0125,0.509677,0.126984,2.704891,0.999855
458,78,152,1,399,0.0025,0.33913,0.987342,0.33913,0.012658,0.504854,0.125397,2.704458,0.999855
459,77,153,1,399,0.0025,0.334783,0.987179,0.334783,0.012821,0.5,0.12381,2.704013,0.999855
460,77,153,0,400,0,0.334783,1,0.334783,0,0.501629,0.122222,2.73913,0.999855
461,76,154,0,400,0,0.330435,1,0.330435,0,0.496732,0.120635,2.73913,0.999855
462,75,155,0,400,0,0.326087,1,0.326087,0,0.491803,0.119048,2.73913,0.999855
463,74,156,0,400,0,0.321739,1,0.321739,0,0.486842,0.11746,2.73913,0.999855
464,72,158,0,400,0,0.313043,1,0.313043,0,0.476821,0.114286,2.73913,0.999855
465,71,159,0,400,0,0.308696,1,0.308696,0,0.471761,0.112698,2.73913,0.999855
466,70,160,0,400,0,0.304348,1,0.304348,0,0.466667,0.111111,2.73913,0.999855
467,69,161,0,400,0,0.3,1,0.3,0,0.461538,0.109524,2.73913,0.999855
468,68,162,0,400,0,0.295652,1,0.295652,0,0.456376,0.107937,2.73913,0.999855
469,67,163,0,400,0,0.291304,1,0.291304,0,0.451178,0.106349,2.73913,0.999855
470,66,164,0,400,0,0.286957,1,0.286957,0,0.445946,0.104762,2.73913,0.999855
471,65,165,0,400,0,0.282609,1,0.282609,0,0.440678,0.103175,2.73913,0.999855
472,64,166,0,400,0,0.278261,1,0.278261,0,0.435374,0.101587,2.73913,0.999855
473,62,168,0,400,0,0.269565,1,0.269565,0,0.424658,0.098413,2.73913,0.999855
474,61,169,0,400,0,0.265217,1,0.265217,0,0.419244,0.096825,2.73913,0.999855
475,59,171,0,400,0,0.256522,1,0.256522,0,0.408304,0.093651,2.73913,0.999855
476,58,172,0,400,0,0.252174,1,0.252174,0,0.402778,0.092063,2.73913,0.999855
477,57,173,0,400,0,0.247826,1,0.247826,0,0.397213,0.090476,2.73913,0.999855
478,56,174,0,400,0,0.243478,1,0.243478,0,0.391608,0.088889,2.73913,0.999855
479,54,176,0,400,0,0.234783,1,0.234783,0,0.380282,0.085714,2.73913,0.999855
480,53,177,0,400,0,0.230435,1,0.230435,0,0.374558,0.084127,2.73913,0.999855
481,52,178,0,400,0,0.226087,1,0.226087,0,0.368794,0.08254,2.73913,0.999855
482,50,180,0,400,0,0.217391,1,0.217391,0,0.357143,0.079365,2.73913,0.999855
483,49,181,0,400,0,0.213043,1,0.213043,0,0.351254,0.077778,2.73913,0.999855
484,48,182,0,400,0,0.208696,1,0.208696,0,0.345324,0.07619,2.73913,0.999855
485,45,185,0,400,0,0.195652,1,0.195652,0,0.327273,0.071429,2.73913,0.999855
486,44,186,0,400,0,0.191304,1,0.191304,0,0.321168,0.069841,2.73913,0.999855
487,43,187,0,400,0,0.186957,1,0.186957,0,0.315018,0.068254,2.73913,0.999855
488,42,188,0,400,0,0.182609,1,0.182609,0,0.308824,0.066667,2.73913,0.999855
489,41,189,0,400,0,0.178261,1,0.178261,0,0.302583,0.065079,2.73913,0.999855
490,39,191,0,400,0,0.169565,1,0.169565,0,0.289963,0.061905,2.73913,0.999855
491,37,193,0,400,0,0.16087,1,0.16087,0,0.277154,0.05873,2.73913,0.999855
492,36,194,0,400,0,0.156522,1,0.156522,0,0.270677,0.057143,2.73913,0.999855
493,34,196,0,400,0,0.147826,1,0.147826,0,0.257576,0.053968,2.73913,0.999855
494,33,197,0,400,0,0.143478,1,0.143478,0,0.250951,0.052381,2.73913,0.999855
495,32,198,0,400,0,0.13913,1,0.13913,0,0.244275,0.050794,2.73913,0.999855
496,31,199,0,400,0,0.134783,1,0.134783,0,0.237548,0.049206,2.73913,0.999855
497,30,200,0,400,0,0.130435,1,0.130435,0,0.230769,0.047619,2.73913,0.999855
498,28,202,0,400,0,0.121739,1,0.121739,0,0.217054,0.044444,2.73913,0.999855
499,27,203,0,400,0,0.117391,1,0.117391,0,0.210117,0.042857,2.73913,0.999855
500,25,205,0,400,0,0.108696,1,0.108696,0,0.196078,0.039683,2.73913,0.999855
501,23,207,0,400,0,0.1,1,0.1,0,0.181818,0.036508,2.73913,0.999855
502,21,209,0,400,0,0.091304,1,0.091304,0,0.167331,0.033333,2.73913,0.999855
503,20,210,0,400,0,0.086957,1,0.086957,0,0.16,0.031746,2.73913,0.999855
504,18,212,0,400,0,0.078261,1,0.078261,0,0.145161,0.028571,2.73913,0.999855
505,16,214,0,400,0,0.069565,1,0.069565,0,0.130081,0.025397,2.73913,0.999855
506,15,215,0,400,0,0.065217,1,0.065217,0,0.122449,0.02381,2.73913,0.999855
507,14,216,0,400,0,0.06087,1,0.06087,0,0.114754,0.022222,2.73913,0.999855
508,12,218,0,400,0,0.052174,1,0.052174,0,0.099174,0.019048,2.73913,0.999855
509,9,221,0,400,0,0.03913,1,0.03913,0,0.075314,0.014286,2.73913,0.999855
510,8,222,0,400,0,0.034783,1,0.034783,0,0.067227,0.012698,2.73913,0.999855
511,6,224,0,400,0,0.026087,1,0.026087,0,0.050847,0.009524,2.73913,0.999904
512,5,225,0,400,0,0.021739,1,0.021739,0,0.042553,0.007937,2.73913,0.999904
513,4,226,0,400,0,0.017391,1,0.017391,0,0.034188,0.006349,2.73913,0.999904
514,3,227,0,400,0,0.013043,1,0.013043,0,0.025751,0.004762,2.73913,0.999904
515,2,228,0,400,0,0.008696,1,0.008696,0,0.017241,0.003175,?,0.999904
516,1,229,0,400,0,0.004348,1,0.004348,0,0.008658,0.001587,?,0.999904
517,0,230,0,400,0,0,?,0,?,?,0,?,0.999914
